[sweep] 모터 [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12] 0토크 폴링 시작 (Ctrl+C로 종료·저장)
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+19.0(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+19.0(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+18.9(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+18.9(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+18.9(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+19.0(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+19.0(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+18.9(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+18.9(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+19.0(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+18.9(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+18.9(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+44.4(+44.3~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+32.6(+32.6~+32.6) | 5:+19.0(+18.9~+19.0) | 6:+3.9(-0.0~+13.9) | 7:+38.3(+38.3~+38.3) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.3) | 11:+26.8(+26.8~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+40.8(+40.8~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+33.3(+32.6~+33.3) | 5:+20.5(+18.9~+20.5) | 6:+3.9(-0.0~+13.9) | 7:+42.6(+38.3~+42.6) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.8) | 10:+14.3(+14.3~+14.4) | 11:+26.0(+26.0~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:+22.0(+22.0~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+36.3(+32.6~+36.3) | 5:+24.6(+18.9~+24.6) | 6:+3.9(-0.0~+13.9) | 7:+59.9(+38.3~+60.0) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.9) | 10:+9.4(+9.3~+14.4) | 11:+22.5(+22.5~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-4.1(-4.1~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+30.4(+30.4~+36.3) | 5:+29.5(+18.9~+29.5) | 6:+3.9(-0.0~+13.9) | 7:+79.4(+38.3~+79.4) | 8:+17.9(+17.9~+17.9) | 9:+0.8(+0.8~+0.9) | 10:+10.7(+9.3~+14.4) | 11:+19.3(+19.2~+26.8) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-29.0(-29.0~+44.4) | 2:+10.2(+10.2~+10.2) | 3:+4.9(-0.0~+4.9) | 4:+7.3(+7.3~+36.3) | 5:+19.3(+18.9~+29.5) | 6:+3.9(-0.0~+13.9) | 7:+101.2(+38.3~+101.2) | 8:+17.9(+17.9~+18.0) | 9:-1.1(-1.1~+0.9) | 10:+31.1(+9.3~+31.1) | 11:+27.0(+19.2~+27.0) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-39.5(-39.9~+44.4) | 2:+10.1(+10.1~+10.2) | 3:+4.9(-0.0~+4.9) | 4:-3.1(-5.7~+36.3) | 5:+5.5(+5.5~+29.5) | 6:+3.9(-0.0~+13.9) | 7:+118.3(+38.3~+118.4) | 8:+16.8(+16.8~+18.0) | 9:-1.1(-1.1~+0.9) | 10:+42.8(+9.3~+43.1) | 11:+38.2(+19.2~+38.2) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-41.4(-42.3~+44.4) | 2:+4.9(+4.9~+10.2) | 3:+2.9(-0.0~+6.2) | 4:-19.8(-20.1~+36.3) | 5:-2.4(-2.4~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+114.0(+38.3~+118.4) | 8:+15.9(+15.9~+18.0) | 9:-1.1(-1.1~+0.9) | 10:+44.4(+9.3~+44.4) | 11:+40.0(+19.2~+40.9) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-42.0(-42.3~+44.4) | 2:+4.5(+4.4~+10.2) | 3:+14.7(-0.0~+14.7) | 4:-16.4(-20.1~+36.3) | 5:-3.7(-3.7~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+117.2(+38.3~+118.4) | 8:+14.2(+14.2~+18.0) | 9:-1.1(-1.1~+0.9) | 10:+45.6(+9.3~+45.6) | 11:+40.0(+19.2~+40.9) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-55.6(-55.6~+44.4) | 2:+4.5(+4.4~+10.2) | 3:+14.7(-0.0~+14.7) | 4:-19.4(-20.1~+36.3) | 5:-1.1(-3.7~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+131.8(+38.3~+132.2) | 8:+14.2(+14.2~+18.0) | 9:-1.1(-1.1~+0.9) | 10:+51.5(+9.3~+52.8) | 11:+40.7(+19.2~+40.9) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-58.7(-58.7~+44.4) | 2:+3.3(+3.3~+10.2) | 3:+14.7(-0.0~+14.7) | 4:-19.3(-20.1~+36.3) | 5:-3.4(-3.7~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+138.3(+38.3~+138.3) | 8:+12.2(+12.2~+18.0) | 9:-1.1(-1.1~+0.9) | 10:+53.2(+9.3~+53.2) | 11:+40.7(+19.2~+40.9) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-67.3(-67.3~+44.4) | 2:+2.5(+2.5~+10.2) | 3:+14.7(-0.0~+14.7) | 4:-19.2(-20.1~+36.3) | 5:-0.5(-3.7~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+136.8(+38.3~+138.4) | 8:+11.8(+11.8~+18.0) | 9:-1.1(-1.1~+0.9) | 10:+52.4(+9.3~+53.2) | 11:+48.4(+19.2~+48.5) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-67.3(-67.3~+44.4) | 2:+7.0(+2.5~+10.2) | 3:+14.7(-0.0~+14.7) | 4:-19.2(-20.1~+36.3) | 5:-0.6(-3.7~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+136.2(+38.3~+138.4) | 8:+11.2(+11.2~+18.0) | 9:-1.1(-1.1~+0.9) | 10:+54.5(+9.3~+54.5) | 11:+48.4(+19.2~+48.5) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-66.0(-67.6~+44.4) | 2:+0.6(+0.6~+10.2) | 3:+14.7(-0.0~+14.7) | 4:-20.6(-20.6~+36.3) | 5:-0.6(-3.7~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+142.9(+38.3~+143.0) | 8:+9.2(+9.2~+18.0) | 9:+4.3(-1.1~+4.3) | 10:+57.0(+9.3~+57.0) | 11:+40.0(+19.2~+48.5) | 12:+6.7(+6.7~+6.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-70.5(-70.5~+44.4) | 2:+2.7(+0.5~+10.2) | 3:+14.7(-0.0~+14.7) | 4:-20.5(-20.6~+36.3) | 5:-4.8(-4.8~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+143.0(+38.3~+143.4) | 8:+8.7(+8.6~+18.0) | 9:+7.7(-1.1~+7.7) | 10:+56.4(+9.3~+57.0) | 11:+45.7(+19.2~+48.5) | 12:+8.7(+6.7~+8.7)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-69.7(-70.5~+44.4) | 2:+4.8(+0.5~+10.2) | 3:+19.9(-0.0~+20.0) | 4:-20.5(-20.6~+36.3) | 5:-0.5(-7.4~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+141.2(+38.3~+143.4) | 8:+8.7(+8.6~+18.0) | 9:+7.7(-1.1~+7.7) | 10:+56.4(+9.3~+57.0) | 11:+45.7(+19.2~+48.5) | 12:+8.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-70.8(-70.8~+44.4) | 2:+4.8(+0.5~+10.2) | 3:+19.9(-0.0~+20.0) | 4:-20.5(-20.6~+36.3) | 5:+0.4(-7.4~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+141.1(+38.3~+143.4) | 8:+8.7(+8.6~+18.0) | 9:+7.7(-1.1~+7.7) | 10:+54.1(+9.3~+57.0) | 11:+45.3(+19.2~+48.5) | 12:+8.6(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-70.8(-71.0~+44.4) | 2:+4.8(+0.5~+10.2) | 3:+19.9(-0.0~+20.0) | 4:-8.2(-20.6~+36.3) | 5:+9.0(-7.4~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+142.2(+38.3~+143.4) | 8:+9.6(+8.6~+18.0) | 9:+14.4(-1.1~+14.5) | 10:+44.9(+9.3~+57.0) | 11:+37.6(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-71.7(-71.7~+44.4) | 2:+5.1(+0.5~+10.2) | 3:+22.1(-0.0~+22.1) | 4:-6.6(-20.6~+36.3) | 5:+10.7(-7.4~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+137.5(+38.3~+143.4) | 8:+10.5(+8.6~+18.0) | 9:+13.1(-1.1~+14.5) | 10:+37.3(+9.3~+57.0) | 11:+36.4(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-72.5(-72.6~+44.4) | 2:+5.6(+0.5~+10.2) | 3:+22.0(-0.0~+22.1) | 4:-11.2(-20.6~+36.3) | 5:+5.4(-7.4~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+144.5(+38.3~+144.5) | 8:+10.8(+8.6~+18.0) | 9:+13.9(-1.1~+14.5) | 10:+51.9(+9.3~+57.0) | 11:+45.6(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-74.3(-74.3~+44.4) | 2:+5.6(+0.5~+10.2) | 3:+22.0(-0.0~+22.1) | 4:-14.2(-20.6~+36.3) | 5:+5.2(-7.4~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+145.9(+38.3~+146.0) | 8:+10.8(+8.6~+18.0) | 9:+13.8(-1.1~+14.5) | 10:+54.9(+9.3~+57.0) | 11:+47.7(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-78.6(-78.7~+44.4) | 2:+3.7(+0.5~+10.2) | 3:+23.5(-0.0~+23.5) | 4:-26.7(-26.8~+36.3) | 5:-1.7(-7.4~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+144.1(+38.3~+146.0) | 8:+10.8(+8.6~+18.0) | 9:+11.5(-1.1~+14.5) | 10:+54.9(+9.3~+57.0) | 11:+47.7(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-78.3(-78.7~+44.4) | 2:+3.7(+0.5~+10.2) | 3:+23.5(-0.0~+23.5) | 4:-24.5(-26.8~+36.3) | 5:-1.7(-7.4~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+145.2(+38.3~+146.0) | 8:+10.3(+8.6~+18.0) | 9:+12.8(-1.1~+14.5) | 10:+54.9(+9.3~+57.0) | 11:+47.7(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-76.8(-78.7~+44.4) | 2:+3.2(+0.5~+10.2) | 3:+23.5(-0.0~+23.5) | 4:-24.5(-26.8~+36.3) | 5:-2.9(-7.4~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+147.1(+38.3~+147.1) | 8:+9.6(+8.6~+18.0) | 9:+12.4(-1.1~+14.5) | 10:+54.9(+9.3~+57.0) | 11:+46.4(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-79.5(-79.5~+44.4) | 2:+1.5(+0.5~+10.2) | 3:+23.5(-0.0~+23.5) | 4:-34.1(-35.4~+36.3) | 5:-9.0(-9.0~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+148.1(+38.3~+148.1) | 8:+9.3(+8.6~+18.0) | 9:+12.4(-1.1~+14.5) | 10:+53.1(+9.3~+57.0) | 11:+42.7(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-76.6(-79.7~+44.4) | 2:+2.5(+0.5~+10.2) | 3:+10.4(-0.0~+23.5) | 4:-26.5(-35.4~+36.3) | 5:-7.1(-9.0~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+148.1(+38.3~+148.1) | 8:+8.6(+8.6~+18.0) | 9:+12.4(-1.1~+14.5) | 10:+52.2(+9.3~+57.0) | 11:+42.4(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-76.5(-79.7~+44.4) | 2:+2.5(+0.5~+10.2) | 3:+4.3(-0.0~+23.5) | 4:-26.4(-35.4~+36.3) | 5:-7.1(-9.0~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+148.2(+38.3~+148.2) | 8:+8.6(+8.6~+18.0) | 9:+12.4(-1.1~+14.5) | 10:+52.2(+9.3~+57.0) | 11:+42.5(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-76.9(-79.7~+44.4) | 2:+2.5(+0.5~+10.2) | 3:+6.6(-0.0~+23.5) | 4:-26.5(-35.4~+36.3) | 5:-7.1(-9.0~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+148.2(+38.3~+148.2) | 8:+8.7(+8.6~+18.0) | 9:+11.1(-1.1~+14.5) | 10:+52.2(+9.3~+57.0) | 11:+42.4(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-77.5(-79.7~+44.4) | 2:+2.5(+0.5~+10.2) | 3:+9.1(-0.0~+23.5) | 4:-26.5(-35.4~+36.3) | 5:-7.1(-9.0~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+148.2(+38.3~+148.2) | 8:+8.2(+8.2~+18.0) | 9:+0.3(-1.1~+14.5) | 10:+52.2(+9.3~+57.0) | 11:+42.5(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-77.5(-79.7~+44.4) | 2:+2.5(+0.5~+10.2) | 3:+9.1(-0.0~+23.5) | 4:-26.4(-35.4~+36.3) | 5:-7.1(-9.0~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+148.2(+38.3~+148.2) | 8:+7.9(+7.9~+18.0) | 9:+0.3(-1.1~+14.5) | 10:+52.2(+9.3~+57.0) | 11:+42.5(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-77.5(-79.7~+44.4) | 2:+2.5(+0.5~+10.2) | 3:+9.1(-0.0~+23.5) | 4:-26.5(-35.4~+36.3) | 5:-7.1(-9.0~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+148.2(+38.3~+148.2) | 8:+7.9(+7.9~+18.0) | 9:+0.3(-1.1~+14.5) | 10:+52.2(+9.3~+57.0) | 11:+42.5(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-77.5(-79.7~+44.4) | 2:+2.5(+0.5~+10.2) | 3:+9.1(-0.0~+23.5) | 4:-26.4(-35.4~+36.3) | 5:-7.1(-9.0~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+148.2(+38.3~+148.2) | 8:+7.9(+7.9~+18.0) | 9:+0.3(-1.1~+14.5) | 10:+52.2(+9.3~+57.0) | 11:+42.9(+19.2~+48.5) | 12:+7.9(+6.7~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
1:-77.5(-79.7~+44.4) | 2:+2.5(+0.5~+10.2) | 3:+9.1(-0.0~+23.5) | 4:-26.5(-35.4~+36.3) | 5:-7.1(-9.0~+29.5) | 6:+7.0(-0.0~+13.9) | 7:+148.2(+38.3~+148.2) | 8:+7.6(+7.6~+18.0) | 9:+0.3(-1.1~+14.5) | 10:+52.2(+9.3~+57.0) | 11:+42.9(+19.2~+48.5) | 12:+6.5(+6.5~+8.9)  miss={1: 8331, 2: 8331, 3: 8331, 4: 8330, 5: 8331, 6: 8444, 7: 8330, 8: 8331, 9: 8330, 10: 8331, 11: 8330, 12: 8330}
